commit_sha,test_nodeid,lines_added,lines_deleted,total_lines_changed,changed_file_count,commit_message_length,commit_message_word_count,has_fix_keyword,has_feature_keyword,has_refactor_keyword,has_bug_keyword,has_test_keyword,changed_python_file_count,changed_test_file_count,changed_app_file_count,changed_template_file_count,changed_static_file_count,changed_config_file_count,test_name_length,test_name_word_count,is_smoke_test,is_regression_test,previous_test_runs,previous_failures,previous_passes,historical_failure_rate,previous_run_failure_rate,average_previous_duration,previous_duration_variance,days_since_previous_execution,test_file_changed,test_area_changed,commit_size_x_hist_failure_rate,test_failed
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_profile.py::test_profile_page_shows_user_info[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,43,2,1,0,1,0,1,0.0,0.0,0.0733,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_profile.py::test_update_profile_name[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,0,1,1,0,1,0.0,0.0,0.2643,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_profile.py::test_profile_shows_completed_order[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,44,2,0,1,1,0,1,0.0,0.0,0.8261,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_existing_product[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,38,2,1,0,1,0,1,0.0,0.0,0.6675,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_no_results[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,32,2,0,1,1,0,1,0.0,0.0,0.685,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_empty_query[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,33,2,0,1,1,0,1,0.0,0.0,0.6382,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_partial_name[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,0,1,1,0,1,0.0,0.0,0.6799,0.0,0.0036,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_valid_login[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,26,2,1,0,2,0,2,0.0,0.0,0.3701,0.0013,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_invalid_password[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,31,2,0,1,2,0,2,0.0,0.0,0.2257,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_invalid_email[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,28,2,0,1,2,0,2,0.0,0.0,0.1401,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_empty_email[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,26,2,0,1,2,0,2,0.0,0.0,0.1225,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_empty_password[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,29,2,0,1,2,0,2,0.0,0.0,0.122,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_logout[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,21,2,1,0,2,0,2,0.0,0.0,0.2937,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_protected_cart_redirects_to_login[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,48,2,0,1,2,0,2,0.0,0.0,0.0531,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_valid_registration[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,33,2,1,0,2,0,2,0.0,0.0,0.2679,0.0006,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_duplicate_email_registration[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,43,2,0,1,2,0,2,0.0,0.0,0.1431,0.0002,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_registration_password_too_short[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,46,2,0,1,2,0,2,0.0,0.0,0.1447,0.0002,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_registration_passwords_mismatch[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,46,2,0,1,2,0,2,0.0,0.0,0.1542,0.0004,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_auth.py::test_registration_invalid_email[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,41,2,0,1,2,0,2,0.0,0.0,0.1601,0.0008,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_cart.py::test_add_product_to_cart[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,34,2,1,0,2,0,2,0.0,0.0,0.6387,0.0002,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_cart.py::test_cart_shows_added_product[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,39,2,0,1,2,0,2,0.0,0.0,0.6563,0.0003,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_cart.py::test_increase_quantity[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,32,2,0,1,2,0,2,0.0,0.0,0.7223,0.0018,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_cart.py::test_decrease_quantity[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,32,2,0,1,2,0,2,0.0,0.0,0.801,0.0013,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_cart.py::test_remove_product_from_cart[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,39,2,0,1,2,0,2,0.0,0.0,0.7146,0.0007,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_cart.py::test_cart_total_calculated_correctly[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,46,2,0,1,2,0,2,0.0,0.0,0.6466,0.0001,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_checkout.py::test_successful_checkout[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,34,2,1,0,2,0,2,0.0,0.0,0.8193,0.0005,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_checkout.py::test_cart_cleared_after_checkout[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,42,2,0,1,2,0,2,0.0,0.0,0.8306,0.0027,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_checkout.py::test_checkout_missing_fields[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,38,2,0,1,2,0,2,0.0,0.0,0.7262,0.0011,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_products.py::test_products_page_loads[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,34,2,1,0,2,0,2,0.0,0.0,0.0822,0.0001,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_products.py::test_product_cards_have_name_and_price[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,48,2,0,1,2,0,2,0.0,0.0,0.0832,0.0003,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_products.py::test_category_filter_electronics[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,42,2,0,1,2,0,2,0.0,0.0,0.6665,0.0003,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_products.py::test_product_detail_page[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,34,2,1,0,2,0,2,0.0,0.0,0.6712,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_products.py::test_invalid_product_id_returns_404[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,45,2,0,1,2,0,2,0.0,0.0,0.0191,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_profile.py::test_profile_page_shows_user_info[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,43,2,1,0,2,0,2,0.0,0.0,0.0727,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_profile.py::test_update_profile_name[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,34,2,0,1,2,0,2,0.0,0.0,0.248,0.0005,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_profile.py::test_profile_shows_completed_order[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,44,2,0,1,2,0,2,0.0,0.0,0.8282,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_search.py::test_search_existing_product[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,38,2,1,0,2,0,2,0.0,0.0,0.671,0.0,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_search.py::test_search_no_results[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,32,2,0,1,2,0,2,0.0,0.0,0.6965,0.0003,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_search.py::test_search_empty_query[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,33,2,0,1,2,0,2,0.0,0.0,0.6599,0.0009,0.0174,0,0,0.0,0
665a7536bdbe88b7128815a1057446097417175f,automation/tests/test_search.py::test_search_partial_name[chromium],2361,10,2371,21,35,5,1,0,0,0,0,15,7,0,0,0,4,34,2,0,1,2,0,2,0.0,0.0,0.6791,0.0,0.0174,0,0,0.0,0
cf6b7287c6bcdd5aaa6ac6ae456479868ca14993,automation/tests/test_auth.py::test_valid_login[chromium],34,0,34,2,43,6,0,0,0,0,1,0,1,0,0,0,0,26,2,1,0,3,0,3,0.0,0.0,0.3675,0.0007,0.0052,0,0,0.0,0
cf6b7287c6bcdd5aaa6ac6ae456479868ca14993,automation/tests/test_auth.py::test_invalid_password[chromium],34,0,34,2,43,6,0,0,0,0,1,0,1,0,0,0,0,31,2,0,1,3,0,3,0.0,0.0,0.2325,0.0001,0.0052,0,0,0.0,0
cf6b7287c6bcdd5aaa6ac6ae456479868ca14993,automation/tests/test_auth.py::test_invalid_email[chromium],34,0,34,2,43,6,0,0,0,0,1,0,1,0,0,0,0,28,2,0,1,3,0,3,0.0,0.0,0.1425,0.0,0.0052,0,0,0.0,0
